postal_code,Description_clean
091023,Attributes BLK_NO 23A  ST_COD TEC01D  ENTITYID 2530  POSTAL_COD 091023  INC_CRC 7F11624320638D9A  FMEL_UPD_D 20130426120223 
540257,Attributes BLK_NO 257  ST_COD COM00A  ENTITYID 6752  POSTAL_COD 540257  INC_CRC 22E491FB8E45FC5C  FMEL_UPD_D 20130426120310 
530140,Attributes BLK_NO 140  ST_COD AHS00H  ENTITYID 7309  POSTAL_COD 530140  INC_CRC F4B629BFD1213A06  FMEL_UPD_D 20130426120320 
510615,Attributes BLK_NO 615  ST_COD ELI00F  ENTITYID 8615  POSTAL_COD 510615  INC_CRC 6D776A3923D64054  FMEL_UPD_D 20130426120334 
520609,Attributes BLK_NO 609  ST_COD TAD08A  ENTITYID 11745  POSTAL_COD 520609  INC_CRC E2C23F80DDD3AE84  FMEL_UPD_D 20190806121923 
151124,Attributes BLK_NO 124A  ST_COD BUV00C  ENTITYID 5705  POSTAL_COD 151124  INC_CRC D174D66F6C82DC95  FMEL_UPD_D 20130426120259 
272005,Attributes BLK_NO 5  ST_COD HOC04B  ENTITYID 4075  POSTAL_COD 272005  INC_CRC AEF499DDF76BC76D  FMEL_UPD_D 20130426120239 
400416,Attributes BLK_NO 416  ST_COD EUR04C  ENTITYID 4844  POSTAL_COD 400416  INC_CRC 8448AAD268F3228F  FMEL_UPD_D 20130426120251 
520801,Attributes BLK_NO 801  ST_COD TAA09N  ENTITYID 6461  POSTAL_COD 520801  INC_CRC 196BFC7BA6EEB3BA  FMEL_UPD_D 20130426120309 
822197,Attributes BLK_NO 197B  ST_COD PUF02Z  ENTITYID 3295  POSTAL_COD 822197  INC_CRC 2B12C10E1434E880  FMEL_UPD_D 20130426120230 
681687,Attributes BLK_NO 687A  ST_COD CHD08D  ENTITYID 11525  POSTAL_COD 681687  INC_CRC CB31AC753654C978  FMEL_UPD_D 20130426120259 
140129,Attributes BLK_NO 129  ST_COD CLL00K  ENTITYID 7434  POSTAL_COD 140129  INC_CRC EE8A702561DC7F3E  FMEL_UPD_D 20130426120321 
730620,Attributes BLK_NO 620  ST_COD WOD12K  ENTITYID 1811  POSTAL_COD 730620  INC_CRC DD8419955AEA31F5  FMEL_UPD_D 20130426120305 
531923,Attributes BLK_NO 923A  ST_COD HOS14W  ENTITYID 1131  POSTAL_COD 531923  INC_CRC 3415A47532DB6E03  FMEL_UPD_D 20130426120218 
644517,Attributes BLK_NO 517D  ST_COD JUS12Y  ENTITYID 6764  POSTAL_COD 644517  INC_CRC 496FAFB3486332F0  FMEL_UPD_D 20130426120219 
760328,Attributes BLK_NO 328  ST_COD YIR00Z  ENTITYID 8465  POSTAL_COD 760328  INC_CRC 05ED07186E4B3752  FMEL_UPD_D 20150731152632 
560219,Attributes BLK_NO 219  ST_COD ANA02E  ENTITYID 7044  POSTAL_COD 560219  INC_CRC B1A60CED1C00BE6D  FMEL_UPD_D 20130426120314 
312147,Attributes BLK_NO 147B  ST_COD TOP04U  ENTITYID 3217  POSTAL_COD 312147  INC_CRC 16568E125E2F923E  FMEL_UPD_D 20130426120234 
680684,Attributes BLK_NO 684  ST_COD CHC17Y  ENTITYID 11348  POSTAL_COD 680684  INC_CRC 33767BF649870B11  FMEL_UPD_D 20130426120240 
761381,Attributes BLK_NO 381A  ST_COD YIR00Z  ENTITYID 12875  POSTAL_COD 761381  INC_CRC 25954DAF5A43E575  FMEL_UPD_D 20230207125419 
762381,Attributes BLK_NO 381B  ST_COD YIR00Z  ENTITYID 12876  POSTAL_COD 762381  INC_CRC 572B6579B551BBCC  FMEL_UPD_D 20230207125419 
640750,Attributes BLK_NO 750  ST_COD JUS17T  ENTITYID 9119  POSTAL_COD 640750  INC_CRC 33C78DE99F720ED5  FMEL_UPD_D 20130426120340 
641218,Attributes BLK_NO 218A  ST_COD BOA01Y  ENTITYID 11053117  POSTAL_COD 641218  INC_CRC 1F88F98678F33A38  FMEL_UPD_D 20221220142836 
531997,Attributes BLK_NO 997A  ST_COD BUC11G  ENTITYID 11053118  POSTAL_COD 531997  INC_CRC 2209907D8AD9EFE3  FMEL_UPD_D 20221220142836 
534997,Attributes BLK_NO 997C  ST_COD BUC11G  ENTITYID 11053119  POSTAL_COD 534997  INC_CRC B4D875CD1388AB31  FMEL_UPD_D 20221220142836 
310168,Attributes BLK_NO 168  ST_COD TOP02W  ENTITYID 5500  POSTAL_COD 310168  INC_CRC DD626137FF48BB3E  FMEL_UPD_D 20130426120300 
540103,Attributes BLK_NO 103  ST_COD RIW00T  ENTITYID 7279  POSTAL_COD 540103  INC_CRC C9AA7C23821C0181  FMEL_UPD_D 20130426120317 
120611,Attributes BLK_NO 611  ST_COD CLS06Q  ENTITYID 1046  POSTAL_COD 120611  INC_CRC 97D7577426C77001  FMEL_UPD_D 20130426120219 
731515,Attributes BLK_NO 515A  ST_COD WOD06X  ENTITYID 11137  POSTAL_COD 731515  INC_CRC EA7A736E69BF22A3  FMEL_UPD_D 20130426120242 
541211,Attributes BLK_NO 211A  ST_COD COL05F  ENTITYID 8803  POSTAL_COD 541211  INC_CRC C1737745696CAF7C  FMEL_UPD_D 20140929105030 
650283,Attributes BLK_NO 283  ST_COD BUA05U  ENTITYID 10172  POSTAL_COD 650283  INC_CRC ABB7D8D63E215388  FMEL_UPD_D 20140929105030 
540261,Attributes BLK_NO 261  ST_COD COS09T  ENTITYID 7729  POSTAL_COD 540261  INC_CRC 41E37DE7B5343460  FMEL_UPD_D 20130426120323 
460072,Attributes BLK_NO 72  ST_COD BEA11N  ENTITYID 3254  POSTAL_COD 460072  INC_CRC FE886684534F788C  FMEL_UPD_D 20130426120231 
760650,Attributes BLK_NO 650  ST_COD YIA04Q  ENTITYID 1587  POSTAL_COD 760650  INC_CRC F1A2542BFB6BA2A3  FMEL_UPD_D 20130426120334 
651431,Attributes BLK_NO 431A  ST_COD BUA15B  ENTITYID 12647  POSTAL_COD 651431  INC_CRC 226AD8AFD8EFA9F7  FMEL_UPD_D 20221220142836 
522636,Attributes BLK_NO 636B  ST_COD TAD07G  ENTITYID 12662  POSTAL_COD 522636  INC_CRC 7A987A9B7D32F6E8  FMEL_UPD_D 20221220142836 
653289,Attributes BLK_NO 289D  ST_COD BUS07Q  ENTITYID 7167  POSTAL_COD 653289  INC_CRC 7A49E4D7E8677B4D  FMEL_UPD_D 20140325183042 
532979,Attributes BLK_NO 979B  ST_COD BUC11G  ENTITYID 4350  POSTAL_COD 532979  INC_CRC D20CE8E2DCA18931  FMEL_UPD_D 20130426120246 
640504,Attributes BLK_NO 504  ST_COD JUS11E  ENTITYID 2160  POSTAL_COD 640504  INC_CRC D1D295CC3E7214CB  FMEL_UPD_D 20150330193231 
643986,Attributes BLK_NO 986C  ST_COD JUS15T  ENTITYID 2976  POSTAL_COD 643986  INC_CRC FB8D3FD73B757410  FMEL_UPD_D 20130426120227 
650275,Attributes BLK_NO 275  ST_COD BUA06N  ENTITYID 10245  POSTAL_COD 650275  INC_CRC 365B3AEC50D338FB  FMEL_UPD_D 20140929105030 
751339,Attributes BLK_NO 339A  ST_COD SEC15R  ENTITYID 409  POSTAL_COD 751339  INC_CRC FED64B2FB3DFC7B9  FMEL_UPD_D 20130426120218 
570129,Attributes BLK_NO 129  ST_COD BIS05M  ENTITYID 6548  POSTAL_COD 570129  INC_CRC 0EC866A52159C845  FMEL_UPD_D 20130426120310 
680282,Attributes BLK_NO 282  ST_COD CHA43F  ENTITYID 11422  POSTAL_COD 680282  INC_CRC 248437327F8A77DA  FMEL_UPD_D 20130426120307 
640640,Attributes BLK_NO 640  ST_COD JUS22J  ENTITYID 8510  POSTAL_COD 640640  INC_CRC E710ABAE0A1C0A4D  FMEL_UPD_D 20130426120333 
640851,Attributes BLK_NO 851  ST_COD JUS16M  ENTITYID 8226  POSTAL_COD 640851  INC_CRC 3A880094DB5D003F  FMEL_UPD_D 20130426120329 
750308,Attributes BLK_NO 308  ST_COD CAN02U  ENTITYID 717  POSTAL_COD 750308  INC_CRC A1C8CB06EA16160E  FMEL_UPD_D 20130426120311 
670140,Attributes BLK_NO 140  ST_COD PET10G  ENTITYID 4558  POSTAL_COD 670140  INC_CRC C1C77CF254638970  FMEL_UPD_D 20130426120253 
542324,Attributes BLK_NO 324B  ST_COD SEW07Y  ENTITYID 8940  POSTAL_COD 542324  INC_CRC 0B32045C69D83068  FMEL_UPD_D 20130426120338 
600332,Attributes BLK_NO 332  ST_COD JUA00N  ENTITYID 10747  POSTAL_COD 600332  INC_CRC 2CB67AA3C06F1275  FMEL_UPD_D 20130426120345 
543210,Attributes BLK_NO 210C  ST_COD COL05F  ENTITYID 2169  POSTAL_COD 543210  INC_CRC 09A94F407E6109BD  FMEL_UPD_D 20140929105030 
822175,Attributes BLK_NO 175B  ST_COD PUF02Z  ENTITYID 666  POSTAL_COD 822175  INC_CRC 16E69671EECD56A5  FMEL_UPD_D 20130426120217 
333059,Attributes BLK_NO 59  ST_COD GEB00B  ENTITYID 917  POSTAL_COD 333059  INC_CRC 37F9A06AB419068F  FMEL_UPD_D 20170131193331 
560154,Attributes BLK_NO 154  ST_COD ANA07B  ENTITYID 12272  POSTAL_COD 560154  INC_CRC 08D1DF819DECFD62  FMEL_UPD_D 20190806121923 
760925,Attributes BLK_NO 925  ST_COD YIC02Q  ENTITYID 1367  POSTAL_COD 760925  INC_CRC F4AE671F3F6395B9  FMEL_UPD_D 20130426120307 
762701,Attributes BLK_NO 701B  ST_COD YIA05T  ENTITYID 1722  POSTAL_COD 762701  INC_CRC 1D663E9E413AFAAB  FMEL_UPD_D 20130426120244 
510546,Attributes BLK_NO 546  ST_COD PAS22U  ENTITYID 3842  POSTAL_COD 510546  INC_CRC EC62BF80ECA72DB3  FMEL_UPD_D 20130426120236 
310257,Attributes BLK_NO 257  ST_COD KIA02A  ENTITYID 3667  POSTAL_COD 310257  INC_CRC E792B6C550B738EC  FMEL_UPD_D 20130426120234 
762502,Attributes BLK_NO 502B  ST_COD YIS13Q  ENTITYID 11053338  POSTAL_COD 762502  INC_CRC B93C8B2E42D43CA6  FMEL_UPD_D 20221220142836 
670457,Attributes BLK_NO 457  ST_COD SEG05C  ENTITYID 7754  POSTAL_COD 670457  INC_CRC 99307F39009100E4  FMEL_UPD_D 20130426120330 
651285,Attributes BLK_NO 285A  ST_COD BUA05U  ENTITYID 509  POSTAL_COD 651285  INC_CRC 21A81D7AD3603A72  FMEL_UPD_D 20130426120216 
681671,Attributes BLK_NO 671A  ST_COD CHC17Y  ENTITYID 11469  POSTAL_COD 681671  INC_CRC 36D7062BBB2DDB31  FMEL_UPD_D 20130426120216 
141157,Attributes BLK_NO 157A  ST_COD MES04U  ENTITYID 5325  POSTAL_COD 141157  INC_CRC 8995F1F226ED5A36  FMEL_UPD_D 20130426120255 
560525,Attributes BLK_NO 525  ST_COD ANA03L  ENTITYID 4044  POSTAL_COD 560525  INC_CRC 3A8F216E2C89BC5E  FMEL_UPD_D 20130426120239 
520423,Attributes BLK_NO 423  ST_COD TAS19U  ENTITYID 6520  POSTAL_COD 520423  INC_CRC 4463715875F6F1E6  FMEL_UPD_D 20130426120311 
460182,Attributes BLK_NO 182  ST_COD BEN00L  ENTITYID 5303  POSTAL_COD 460182  INC_CRC 1326C38BD9721027  FMEL_UPD_D 20130426120258 
143052,Attributes BLK_NO 52A  ST_COD COD00B  ENTITYID 9250  POSTAL_COD 143052  INC_CRC 843EB49AAC108EB4  FMEL_UPD_D 20131121171732 
820128,Attributes BLK_NO 128  ST_COD PUW01Q  ENTITYID 8895  POSTAL_COD 820128  INC_CRC EA8533793630B108  FMEL_UPD_D 20130426120337 
760772,Attributes BLK_NO 772  ST_COD YIA03D  ENTITYID 1355  POSTAL_COD 760772  INC_CRC FA781C142B1D2353  FMEL_UPD_D 20130426120235 
550331,Attributes BLK_NO 331  ST_COD SEA12Y  ENTITYID 549  POSTAL_COD 550331  INC_CRC 7592CD265CE75D6F  FMEL_UPD_D 20130426120216 
520431,Attributes BLK_NO 431  ST_COD TAS19U  ENTITYID 10289  POSTAL_COD 520431  INC_CRC 3F8DE34EB0003EF1  FMEL_UPD_D 20130426120345 
670147,Attributes BLK_NO 147  ST_COD GAN01N  ENTITYID 3356  POSTAL_COD 670147  INC_CRC 5FBAF599909CCF2B  FMEL_UPD_D 20130426120338 
730648,Attributes BLK_NO 648  ST_COD WOR03P  ENTITYID 1989  POSTAL_COD 730648  INC_CRC 4A48B6E058275528  FMEL_UPD_D 20130426120310 
153075,Attributes BLK_NO 75C  ST_COD RED01D  ENTITYID 9239  POSTAL_COD 153075  INC_CRC 13D1BC6E55198BDB  FMEL_UPD_D 20130426120339 
560716,Attributes BLK_NO 716  ST_COD ANA08H  ENTITYID 7497  POSTAL_COD 560716  INC_CRC 6251FF65E8CA89D5  FMEL_UPD_D 20130426120320 
120101,Attributes BLK_NO 101  ST_COD CLS04Q  ENTITYID 4412  POSTAL_COD 120101  INC_CRC F21F4310FA7D7E86  FMEL_UPD_D 20130426120244 
792440,Attributes BLK_NO 440B  ST_COD FEL02Q  ENTITYID 9520  POSTAL_COD 792440  INC_CRC 28997DAB78E1DF47  FMEL_UPD_D 20140929105030 
525450,Attributes BLK_NO 450E  ST_COD TAS20C  ENTITYID 2764  POSTAL_COD 525450  INC_CRC F0308C3307A1915D  FMEL_UPD_D 20130426120227 
520417,Attributes BLK_NO 417  ST_COD TAS19U  ENTITYID 10993  POSTAL_COD 520417  INC_CRC CA00171837C528D7  FMEL_UPD_D 20130920101235 
640478,Attributes BLK_NO 478  ST_COD JUS09H  ENTITYID 5228  POSTAL_COD 640478  INC_CRC 46E2AFD7E9031696  FMEL_UPD_D 20130426120230 
520881,Attributes BLK_NO 881  ST_COD TAS29Y  ENTITYID 10296  POSTAL_COD 520881  INC_CRC 392655C8AD9901C0  FMEL_UPD_D 20130426120344 
730853,Attributes BLK_NO 853  ST_COD WOS07U  ENTITYID 12794  POSTAL_COD 730853  INC_CRC 7FDD91CE2D904FA9  FMEL_UPD_D 20150128191633 
120515,Attributes BLK_NO 515  ST_COD WEC01D  ENTITYID 12410  POSTAL_COD 120515  INC_CRC 9270C52192663D47  FMEL_UPD_D 20160729143834 
520826,Attributes BLK_NO 826  ST_COD TAS26A  ENTITYID 916  POSTAL_COD 520826  INC_CRC 765B735716AAD0A0  FMEL_UPD_D 20140725100430 
640711,Attributes BLK_NO 711  ST_COD JUS18J  ENTITYID 584  POSTAL_COD 640711  INC_CRC B992121F43C3E6D7  FMEL_UPD_D 20130426120217 
311035,Attributes BLK_NO 35A  ST_COD TOP07K  ENTITYID 5104  POSTAL_COD 311035  INC_CRC 39CD6C8C3AEFE544  FMEL_UPD_D 20130426120249 
550322,Attributes BLK_NO 322  ST_COD SEA12Y  ENTITYID 9676  POSTAL_COD 550322  INC_CRC 1623C2D85715E305  FMEL_UPD_D 20130426120342 
510426,Attributes BLK_NO 426  ST_COD PAD06N  ENTITYID 5853  POSTAL_COD 510426  INC_CRC 1AFCBAC921D8D17F  FMEL_UPD_D 20130426120300 
090001,Attributes BLK_NO 1  ST_COD TEC01D  ENTITYID 8374  POSTAL_COD 090001  INC_CRC 12BB8B999FF869BD  FMEL_UPD_D 20130426120333 
760401,Attributes BLK_NO 401  ST_COD YIA06H  ENTITYID 1424  POSTAL_COD 760401  INC_CRC 4CC65B4C37445503  FMEL_UPD_D 20130426120220 
682818,Attributes BLK_NO 818B  ST_COD CHA41M  ENTITYID 10476  POSTAL_COD 682818  INC_CRC DD61FA23DD83830E  FMEL_UPD_D 20160729143834 
560430,Attributes BLK_NO 430  ST_COD ANA05P  ENTITYID 5232  POSTAL_COD 560430  INC_CRC A3B37E8600FA1F8D  FMEL_UPD_D 20130426120252 
640519,Attributes BLK_NO 519  ST_COD JUS12Y  ENTITYID 7541  POSTAL_COD 640519  INC_CRC 16CAE6B378E23096  FMEL_UPD_D 20130426120218 
321112,Attributes BLK_NO 112  ST_COD WHA00Y  ENTITYID 6140  POSTAL_COD 321112  INC_CRC AD7F542EBBD418D8  FMEL_UPD_D 20130426120305 
470113,Attributes BLK_NO 113  ST_COD BER00B  ENTITYID 5888  POSTAL_COD 470113  INC_CRC 2FB41F3E754B2B2D  FMEL_UPD_D 20130426120303 
200002,Attributes BLK_NO 2  ST_COD KIT07C  ENTITYID 12476  POSTAL_COD 200002  INC_CRC 981784CCDA5D15EC  FMEL_UPD_D 20130426120214 
763336,Attributes BLK_NO 336C  ST_COD YIS11F  ENTITYID 1646  POSTAL_COD 763336  INC_CRC B1B9ED2A7AD930D0  FMEL_UPD_D 20140120182932 
272030,Attributes BLK_NO 30  ST_COD GHL00P  ENTITYID 10352  POSTAL_COD 272030  INC_CRC BE114304A1D1AABE  FMEL_UPD_D 20170802105621 
670521,Attributes BLK_NO 521  ST_COD JEL03J  ENTITYID 293  POSTAL_COD 670521  INC_CRC 38679D0786CC999D  FMEL_UPD_D 20130426120233 
331038,Attributes BLK_NO 38A  ST_COD BEN01R  ENTITYID 1020  POSTAL_COD 331038  INC_CRC 181DE2ED303F3A4B  FMEL_UPD_D 20130426120219 
142053,Attributes BLK_NO 53  ST_COD COD00B  ENTITYID 9249  POSTAL_COD 142053  INC_CRC CE62F1968C88862B  FMEL_UPD_D 20130920101235 
731846,Attributes BLK_NO 846A  ST_COD WOA02N  ENTITYID 5751  POSTAL_COD 731846  INC_CRC 63234432964D2626  FMEL_UPD_D 20130426120314 
340105,Attributes BLK_NO 105  ST_COD BID04Y  ENTITYID 11053329  POSTAL_COD 340105  INC_CRC 264B630A722C16EB  FMEL_UPD_D 20221220142836 
670466,Attributes BLK_NO 466  ST_COD SEG05C  ENTITYID 7488  POSTAL_COD 670466  INC_CRC 9913A1649A5E3017  FMEL_UPD_D 20130426120236 
560338,Attributes BLK_NO 338  ST_COD ANA02E  ENTITYID 7094  POSTAL_COD 560338  INC_CRC 6463E6084C5A94F7  FMEL_UPD_D 20130426120315 
530248,Attributes BLK_NO 248  ST_COD HOA06N  ENTITYID 6740  POSTAL_COD 530248  INC_CRC F04F33BBE0CF0A5F  FMEL_UPD_D 20130426120310 
519243,Attributes BLK_NO 36  ST_COD PAH04B  ENTITYID 4110  POSTAL_COD 519243  INC_CRC D4DB175A561DD824  FMEL_UPD_D 20130426120238 
342106,Attributes BLK_NO 106B  ST_COD BID04Y  ENTITYID 11053334  POSTAL_COD 342106  INC_CRC A77CD1D901AB8300  FMEL_UPD_D 20221220142836 
761501,Attributes BLK_NO 501A  ST_COD YIS13Q  ENTITYID 11053335  POSTAL_COD 761501  INC_CRC 63E013763AB4E167  FMEL_UPD_D 20221220142836 
753360,Attributes BLK_NO 360C  ST_COD ADD01P  ENTITYID 652  POSTAL_COD 753360  INC_CRC 1BAE9712E5EF8FCB  FMEL_UPD_D 20130426120219 
460180,Attributes BLK_NO 180  ST_COD BEN00L  ENTITYID 3914  POSTAL_COD 460180  INC_CRC 69201D44FF3E3BA9  FMEL_UPD_D 20130426120243 
320116,Attributes BLK_NO 116  ST_COD TEN05G  ENTITYID 288  POSTAL_COD 320116  INC_CRC A7BFE837066FBC8A  FMEL_UPD_D 20171101122056 
460066,Attributes BLK_NO 66  ST_COD BEA11N  ENTITYID 3068  POSTAL_COD 460066  INC_CRC 62362FEE1C3CF079  FMEL_UPD_D 20130426120226 
820193,Attributes BLK_NO 193  ST_COD EDP02K  ENTITYID 8533  POSTAL_COD 820193  INC_CRC 6E9E7CE166E16F62  FMEL_UPD_D 20130426120336 
760760,Attributes BLK_NO 760  ST_COD YIS06Q  ENTITYID 1391  POSTAL_COD 760760  INC_CRC BA278D7C8C21074B  FMEL_UPD_D 20130426120253 
761502,Attributes BLK_NO 502A  ST_COD YIS13Q  ENTITYID 11053339  POSTAL_COD 761502  INC_CRC BDD8D6F283830E4B  FMEL_UPD_D 20221220142836 
760502,Attributes BLK_NO 502  ST_COD YIS13Q  ENTITYID 11053340  POSTAL_COD 760502  INC_CRC B34BB3F275D346B3  FMEL_UPD_D 20221220142836 
370039,Attributes BLK_NO 39  ST_COD CIR01Q  ENTITYID 6453  POSTAL_COD 370039  INC_CRC 53EDC34DB6045399  FMEL_UPD_D 20130426120308 
570113,Attributes BLK_NO 113  ST_COD BIS05M  ENTITYID 6763  POSTAL_COD 570113  INC_CRC F87E0E8FB1905D93  FMEL_UPD_D 20130426120314 
550406,Attributes BLK_NO 406  ST_COD SEA17K  ENTITYID 10182  POSTAL_COD 550406  INC_CRC 997EE06717510092  FMEL_UPD_D 20130426120343 
730019,Attributes BLK_NO 19  ST_COD MAL10K  ENTITYID 8146  POSTAL_COD 730019  INC_CRC 141F624236440FD3  FMEL_UPD_D 20130426120345 
640734,Attributes BLK_NO 734  ST_COD JUS17T  ENTITYID 8912  POSTAL_COD 640734  INC_CRC 5DEA1B9D313BB10B  FMEL_UPD_D 20130426120339 
731718,Attributes BLK_NO 718A  ST_COD WOA12P  ENTITYID 5758  POSTAL_COD 731718  INC_CRC 953B45519AF20122  FMEL_UPD_D 20130426120228 
273031,Attributes BLK_NO 31B  ST_COD GHL00P  ENTITYID 10370  POSTAL_COD 273031  INC_CRC 5BF8D16CB873AD44  FMEL_UPD_D 20171003103222 
520389,Attributes BLK_NO 389  ST_COD TAS39U  ENTITYID 6207  POSTAL_COD 520389  INC_CRC 5DE8E1DD1A196807  FMEL_UPD_D 20130426120305 
640542,Attributes BLK_NO 542  ST_COD JUA01Q  ENTITYID 2294  POSTAL_COD 640542  INC_CRC 95A5E824EBEE1201  FMEL_UPD_D 20160331101333 
823204,Attributes BLK_NO 204C  ST_COD PUF02Z  ENTITYID 7984  POSTAL_COD 823204  INC_CRC 9FE31735C80F5054  FMEL_UPD_D 20130426120325 
751337,Attributes BLK_NO 337A  ST_COD SEC14F  ENTITYID 615  POSTAL_COD 751337  INC_CRC AEB79F5D2146B2E6  FMEL_UPD_D 20130426120246 
523856,Attributes BLK_NO 856C  ST_COD TAS27G  ENTITYID 202  POSTAL_COD 523856  INC_CRC 03A3675C6360085A  FMEL_UPD_D 20130426120215 
166002,Attributes BLK_NO 2C  ST_COD BOT04R  ENTITYID 5545  POSTAL_COD 166002  INC_CRC D43A5F3C0DC38210  FMEL_UPD_D 20130426120300 
462057,Attributes BLK_NO 57A  ST_COD NEC03R  ENTITYID 4669  POSTAL_COD 462057  INC_CRC 7E22C76C74CD6BDF  FMEL_UPD_D 20130426120248 
823301,Attributes BLK_NO 301C  ST_COD PUC09U  ENTITYID 7356  POSTAL_COD 823301  INC_CRC E334B6058C48BBCA  FMEL_UPD_D 20130426120319 
650230,Attributes BLK_NO 230  ST_COD BUA05U  ENTITYID 5481  POSTAL_COD 650230  INC_CRC F8FEE2131FB6BABD  FMEL_UPD_D 20130426120254 
680662,Attributes BLK_NO 662  ST_COD CHC17Y  ENTITYID 11701  POSTAL_COD 680662  INC_CRC 0BEE105F7B3DDB90  FMEL_UPD_D 20130426120308 
600415,Attributes BLK_NO 415  ST_COD PAG01X  ENTITYID 11955  POSTAL_COD 600415  INC_CRC 9D68C82A966AC3A1  FMEL_UPD_D 20150330193231 
370092,Attributes BLK_NO 92  ST_COD PIP00P  ENTITYID 3907  POSTAL_COD 370092  INC_CRC 93A35EF61D4DFC6C  FMEL_UPD_D 20130426120236 
732682,Attributes BLK_NO 682B  ST_COD WOD16Y  ENTITYID 1934  POSTAL_COD 732682  INC_CRC 601E52C3EC67CD57  FMEL_UPD_D 20130426120221 
140169,Attributes BLK_NO 169  ST_COD STI02L  ENTITYID 6608  POSTAL_COD 140169  INC_CRC 84C4D4705B5B7CFE  FMEL_UPD_D 20130426120309 
460127,Attributes BLK_NO 127  ST_COD BES01K  ENTITYID 4761  POSTAL_COD 460127  INC_CRC 2F6BABA14B5239A7  FMEL_UPD_D 20130426120247 
310179,Attributes BLK_NO 179  ST_COD TOC00J  ENTITYID 5748  POSTAL_COD 310179  INC_CRC D63EE7635B66714C  FMEL_UPD_D 20130426120256 
085701,Attributes BLK_NO 1G  ST_COD CAN04Y  ENTITYID 3083  POSTAL_COD 085701  INC_CRC 26A5D1365D335528  FMEL_UPD_D 20130426120227 
120312,Attributes BLK_NO 312  ST_COD CLA07H  ENTITYID 9986  POSTAL_COD 120312  INC_CRC DA82130BE43DA8A4  FMEL_UPD_D 20160601102234 
794440,Attributes BLK_NO 440D  ST_COD FEL02Q  ENTITYID 3600  POSTAL_COD 794440  INC_CRC 9ED5118F7D65DA19  FMEL_UPD_D 20151001185830 
141085,Attributes BLK_NO 85  ST_COD DAW00K  ENTITYID 9203  POSTAL_COD 141085  INC_CRC 49C825508E7A2B79  FMEL_UPD_D 20151130190131 
460529,Attributes BLK_NO 529  ST_COD BES02T  ENTITYID 8365  POSTAL_COD 460529  INC_CRC CC1AF18BD2A10284  FMEL_UPD_D 20130426120333 
650505,Attributes BLK_NO 505  ST_COD BUS14E  ENTITYID 4649  POSTAL_COD 650505  INC_CRC E5BB280B0B52ED0E  FMEL_UPD_D 20130426120246 
671476,Attributes BLK_NO 476A  ST_COD SEG05C  ENTITYID 7613  POSTAL_COD 671476  INC_CRC C95BD4CD51864808  FMEL_UPD_D 20130426120215 
550311,Attributes BLK_NO 311  ST_COD SEA11N  ENTITYID 2659  POSTAL_COD 550311  INC_CRC 5DC7BD67C4A5720F  FMEL_UPD_D 20130426120225 
271021,Attributes BLK_NO 21  ST_COD HOD00F  ENTITYID 4756  POSTAL_COD 271021  INC_CRC F1B16B4BD1A253B1  FMEL_UPD_D 20130426120248 
730601,Attributes BLK_NO 601  ST_COD WOD09K  ENTITYID 5970  POSTAL_COD 730601  INC_CRC D3C5AB47480FC23B  FMEL_UPD_D 20130426120225 
680137,Attributes BLK_NO 137  ST_COD TEL13D  ENTITYID 12056  POSTAL_COD 680137  INC_CRC 5B16D6BE4DEFE700  FMEL_UPD_D 20150529170631 
160568,Attributes BLK_NO 568  ST_COD GAA02B  ENTITYID 5299  POSTAL_COD 160568  INC_CRC 22467E50FE158C6D  FMEL_UPD_D 20130426120256 
680218,Attributes BLK_NO 218  ST_COD CHC16G  ENTITYID 10275  POSTAL_COD 680218  INC_CRC 1DCB14483525D6D8  FMEL_UPD_D 20130426120314 
610064,Attributes BLK_NO 64  ST_COD YUK00D  ENTITYID 5348  POSTAL_COD 610064  INC_CRC 8BA9569D59E3886C  FMEL_UPD_D 20130426120258 
671524,Attributes BLK_NO 524A  ST_COD JEL03J  ENTITYID 1081  POSTAL_COD 671524  INC_CRC 7931B4D81EE45820  FMEL_UPD_D 20190403140624 
640939,Attributes BLK_NO 939  ST_COD JUS13F  ENTITYID 10812  POSTAL_COD 640939  INC_CRC AE252B87249B3C9E  FMEL_UPD_D 20130920101235 
531555,Attributes BLK_NO 555A  ST_COD HOS12Q  ENTITYID 12660  POSTAL_COD 531555  INC_CRC A23A5D38F0C72D06  FMEL_UPD_D 20170802105621 
680105,Attributes BLK_NO 105  ST_COD TEL13D  ENTITYID 10432  POSTAL_COD 680105  INC_CRC 4E4021A81F5FAEC0  FMEL_UPD_D 20130426120253 
760321,Attributes BLK_NO 321  ST_COD YIC01R  ENTITYID 12110  POSTAL_COD 760321  INC_CRC CEA8E1B4766CE3FA  FMEL_UPD_D 20150731152632 
760802,Attributes BLK_NO 802  ST_COD YIR00Z  ENTITYID 1829  POSTAL_COD 760802  INC_CRC FD3D4CF190A5116E  FMEL_UPD_D 20140725100430 
460409,Attributes BLK_NO 409  ST_COD BEA06N  ENTITYID 3592  POSTAL_COD 460409  INC_CRC EDA1AFF669F87B24  FMEL_UPD_D 20130426120235 
600352,Attributes BLK_NO 352  ST_COD JUS06Q  ENTITYID 383  POSTAL_COD 600352  INC_CRC 0362ECEF4E7113FB  FMEL_UPD_D 20160729143834 
